,BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
5229,levis,super skinny fit regular length cotton polyester womens jeans - denim indigo light,"Size:26,28,30,32,34",1698,2399,No Discount,Westernwear-Women
5230,kraus,solid comfort fit cotton blend womens casual wear trousers - dark blue,"Size:26,28,30",1595,1116,30% off,Westernwear-Women
5231,latin quarters,dyed rayon shirt collar womens regular top - maroon,"Size:M,L",1399,499,64% off,Westernwear-Women
5232,only,placement print cotton round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Small",1799,1259,30% off,Westernwear-Women
5233,sera,solid sweetheart neck cotton womens regular dress - brown,"Size:Large,Medium,Small,X-Large",1698,849,50% off,Westernwear-Women
5234,emblaze,solid satin collar neck womens party wear shirt - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1698,2800,No Discount,Westernwear-Women
5235,magre,floral polyester blend regular fit womens shorts - multi,"Size:Large,Small,X-Small",1990,895,55% off,Westernwear-Women
5236,latin quarters,solid nylon blend womens regular dress - black,"Size:S,M,L,XL,X-Small",2499,1749,30% off,Westernwear-Women
5237,vero moda,solid cotton v neck womens dress - blue,"Size:Large,Medium,Small,X-Large,X-Small",1698,3299,No Discount,Westernwear-Women
5238,stop,womens 2 pocket slub formal trousers - charcoal,"Size:34,36",1698,1299,No Discount,Westernwear-Women
5239,and,floral round neck rayon womens wrap dress - sage,"Size:8,12,14",2899,1449,50% off,Westernwear-Women
5240,lovegen,embroidered collared neck cotton womens casual jacket - blue,"Size:Large,Medium,Small,X-Large,X-Small",1999,999,50% off,Westernwear-Women
5241,only,self design polyester stand collar womens top - brown,"Size:34,36,38,40",2299,1609,30% off,Westernwear-Women
5242,and,floral square neck womens a-line top - white,Size:16,1899,949,50% off,Westernwear-Women
5243,kraus,skinny fit ankle length cotton blend womens jeans - blue,"Size:28,30,32,36,38",1895,1326,30% off,Westernwear-Women
5244,emblaze,solid satin round neck womens straight top - rose,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1698,3000,No Discount,Westernwear-Women
5245,vero moda,printed cotton blend round neck womens t-shirts - orange,"Size:Large,Medium,Small,X-Large,X-Small",2499,1249,50% off,Westernwear-Women
5246,and,floral linen womens straight jumpsuits - pink,"Size:6,8,10,12,14",4899,3919,20% off,Westernwear-Women
5247,cover story,womens solid  ankle length trousers - black,"Size:26,28,30",1698,2290,No Discount,Westernwear-Women
5248,puma,printed cotton round neck womens athleisure top - black,"Size:Large,Medium,Small,X-Small",1799,1259,30% off,Westernwear-Women
5249,kami kubi,solid cotton boat neck womens a line top - yellow,"Size:Large,Medium,Small,X-Small",1399,629,55% off,Westernwear-Women
5250,latin quarters,printed rayon spread collar womens regular blouse - blue,"Size:S,M,L,XL",1399,699,50% off,Westernwear-Women
5251,kraus,solid rayon round neck womens top - peach,"Size:Large,Medium,Small",1399,699,50% off,Westernwear-Women
5252,faballey,textured v neck satin womens mini dress - blue,"Size:Large,Medium,Small,X-Small",2100,1680,20% off,Westernwear-Women
5253,enamor,womens athleisure swing tank top - ice blue,"Size:XL,Large,Medium,Small",499,349,30% off,Westernwear-Women
5254,vero moda,printed cotton blend round neck womens t-shirt - natural,"Size:Medium,Small,X-Small",1299,649,50% off,Westernwear-Women
5255,and,solid viscose round neck womens cropped top - coral,"Size:8,12,14",1699,1189,30% off,Westernwear-Women
5256,crimsoune club,regular mid thigh leather womens casual wear skirt - pink,"Size:Large,Medium,X-Large,XX-Large",2499,2249,10% off,Westernwear-Women
5257,latin quarters,solid collar neck polyester stretch womens jacket - rust,"Size:S,M,L,XL",2999,1499,50% off,Westernwear-Women
5258,latin quarters,solid polyester stretch mandarin womens regular top - green,"Size:S,XL",1650,825,50% off,Westernwear-Women
5259,latin quarters,solid polyester stretch shirt collar womens regular fit knit top - brown,"Size:S,M,L,XL",1599,799,50% off,Westernwear-Women
5260,zink london,solid polyester round neck womens top - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599,959,40% off,Westernwear-Women
5261,zink london,printed polyester v neck womens top - pink,"Size:Large,Medium,Small,X-Large",1599,799,50% off,Westernwear-Women
5262,zink london,floral sleeveless polyester womens jumpsuit - cream,"Size:Large,Medium,Small,X-Large",2699,1619,40% off,Westernwear-Women
5263,van heusen,solid cotton round neck womens top - black,"Size:Large,Medium,Small,X-Large,X-Small",1698,849,No Discount,Westernwear-Women
5264,cover story,solid regular fit linen women casual women trousers - olive,Size:32,2790,1674,40% off,Westernwear-Women
5265,marie claire,solid polyester round neck womens top - black,"Size:Large,Medium,Small,X-Large,X-Small",1499,599,60% off,Westernwear-Women
5266,and,solid viscose square neck women regular top - burgundy,"Size:8,10,16,18",2299,1149,50% off,Westernwear-Women
5267,rare,stripes crepe sweetheart neck womens regular fit top - black,"Size:Large,Medium,Small,X-Large,X-Small",1499,599,60% off,Westernwear-Women
5268,latin quarters,solid square neck polyester womens regular fit dress - blue,"Size:S,XL",2999,2099,30% off,Westernwear-Women
5269,kraus,super skinny fit full length cotton womens jeans - blue,Size:32,1895,947,50% off,Westernwear-Women
5270,iti,womens purple layered asymetrical maxi - purple,Size:X-Small,1698,2999,No Discount,Westernwear-Women
5271,zink london,printed round neck polyester womens shift dress - black,"Size:Small,X-Small",2499,999,60% off,Westernwear-Women
5272,global desi,solid sleeveless viscose womens knee length jumpsuit - yellow,"Size:XL,Large,Medium,Small,X-Small",1698,7999,No Discount,Westernwear-Women
5273,w,printed 3/4 sleeves viscose womens full length jumpsuit - orange,"Size:6,8,10,12,14,16,18",1698,3999,No Discount,Westernwear-Women
5274,levis,solid boat neck cotton womens casual shirt - white,"Size:Large,Medium,Small,X-Small",1698,1599,No Discount,Westernwear-Women
5275,sera,floral sweetheart neck rayon blend womens regular dress - black,"Size:Large,Medium,Small,X-Large",1998,999,50% off,Westernwear-Women
5276,samshek,printed square neck satin womens bodycon dress - multi,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",1698,3200,No Discount,Westernwear-Women
5277,zink london,abstract polyester square neck womens top - green,"Size:Large,Medium,Small,X-Large,X-Small",1499,899,40% off,Westernwear-Women
5278,zink london,stripes cotton collared womens casual shirt - green,"Size:Large,Medium,Small,X-Small",1499,899,40% off,Westernwear-Women
5279,van heusen,printed modal stylized womens woven top - navy,"Size:Large,Medium,Small,X-Large,X-Small",1999,799,60% off,Westernwear-Women
5280,pepe,printed viscose crew neck womens t-shirt - multi,"Size:Large,Medium,Small,X-Large",1699,1019,40% off,Westernwear-Women
5281,w,solid rayon collar neck womens casual jacket - black,"Size:6,8,10,12,14,16,18",1698,2999,No Discount,Westernwear-Women
5282,fratini,regular fit regular length polyester blend womens culottes - natural,"Size:28,30,32,34,36",1698,1499,No Discount,Westernwear-Women
5283,emblaze,solid satin cowl neck womens straight co-ordinate set - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1698,5000,No Discount,Westernwear-Women
5284,spykar,printed cotton blend round neck womens regular t-shirt - black,"Size:Large,Medium,Small,X-Large",1199,839,30% off,Westernwear-Women
5285,reebok,solid polyester blend round neck womens regular fit t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",1299,649,50% off,Westernwear-Women
5286,allen solly,textured rayon regular fit womens casual pants - charcoal,"Size:28,30,32",1999,1199,40% off,Westernwear-Women
5287,cover story,solid round neck viscose elastane poly womens regular dress - rust,"Size:Medium,Small,X-Small",2290,1374,40% off,Westernwear-Women
5288,faballey,solid georgette halter neck womens top - blue,"Size:Large,Medium,Small,X-Large,X-Small",1500,1200,20% off,Westernwear-Women
5289,insense,solid regular neck polyester womens pullover - powder blue,"Size:Large,Medium,Small,X-Large,X-Small",1299,649,50% off,Westernwear-Women
5290,vero moda,stripes cotton round neck womens t-shirt - yellow,"Size:Large,Medium,Small,X-Large,X-Small",1299,1039,20% off,Westernwear-Women
5291,fratini,solid regular fit nr roma womens casual pants - black,"Size:26,28,30,32,34,36",1299,649,50% off,Westernwear-Women
5292,levis,solid cotton tapered fit womens casual shorts - white,"Size:26,28,30,32",1698,2899,No Discount,Westernwear-Women
5293,van heusen,solid regular fit polyester womens casual trousers - mid blue,"Size:30,32,34",1699,999,41% off,Westernwear-Women
5294,cover story,solid cotton regular fit womens casual trousers - pink,"Size:26,28,30,32,34",1698,1990,No Discount,Westernwear-Women
5295,campus sutra,solid crepe boat neck womens dress - black,"Size:Large,Medium,Small,X-Large",1698,1299,No Discount,Westernwear-Women
5296,zink london,floral polyester collar neck womens top - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1799,1079,40% off,Westernwear-Women
5297,faballey,solid cotton blend round neck womens top - red,Size:Large,950,475,50% off,Westernwear-Women
5298,w,womens solid casual pants - black,"Size:6,8,10,12,14,16",1698,999,No Discount,Westernwear-Women
5299,gipsy,womens floral casual shirt - black,"Size:Large,Medium,Small,X-Large",1595,797,50% off,Westernwear-Women
5300,magre,solid satin v neck womens top - natural,"Size:Large,Medium,Small,X-Small",1790,1163,35% off,Westernwear-Women
5301,vero moda,printed cotton round neck womens t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small",1299,909,30% off,Westernwear-Women
5302,reebok,solid regular fit polyester womens sports top - red,"Size:Large,Medium,Small,X-Large,X-Small",1799,899,50% off,Westernwear-Women
5303,levis,skinny fit regular cotton blend womens jeans - indigo,"Size:28,30,32,34",1698,3399,No Discount,Westernwear-Women
5304,spykar,printed cotton blend round neck womens regular t-shirt - navy,"Size:Large,Medium,Small,X-Large,XX-Large",1299,909,30% off,Westernwear-Women
5305,samshek,printed boat neck satin womens regular dress - multi,"Size:4X-Large,5X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large,XX-Small,XXX-Large",2290,1832,20% off,Westernwear-Women
5306,only,all over print cotton round neck womens sweatshirt - white,"Size:Large,Medium,Small,X-Large,X-Small",2499,1749,30% off,Westernwear-Women
5307,vero moda,textured polyester round neck womens dress - natural,"Size:Large,Medium,Small,X-Large,X-Small",3999,3199,20% off,Westernwear-Women
5308,only,cotton relaxed fit womens jeans - blue,"Size:Large,Medium,Small,X-Large,X-Small",3999,3199,20% off,Westernwear-Women
5309,and,solid viscose collar neck womens regular top - sage,"Size:8,10,12,14,16,18",1899,1519,20% off,Westernwear-Women
5310,dolce crudo,womens regular fit chasing life denim jeans navy blue - navy,"Size:26,28,30,32,34",2399,959,60% off,Westernwear-Women
5311,109f,womens round neck embroidered top - cream,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1999,799,60% off,Westernwear-Women
5312,vero moda,printed viscose v neck womens casual shirt - natural,"Size:Large,Medium,Small,X-Large,X-Small",1698,2499,No Discount,Westernwear-Women
5313,vip,6 layer protection mask l size black - black,"Size:Large,Medium",1698,130,No Discount,Westernwear-Women
5314,zink london,floral viscose u neck womens top - cream,"Size:Large,Medium,Small,X-Large,X-Small",1499,899,40% off,Westernwear-Women
5315,109f,womens 2 pocket solid pants - navy,"Size:Small,X-Small",1899,759,60% off,Westernwear-Women
5316,magre,solid polyester blend regular fit womens festive skirt - pink,"Size:Large,Medium,Small",1490,670,55% off,Westernwear-Women
5317,lovegen,embellished collared neck cotton womens casual jacket - mid blue,"Size:Large,Medium,Small",2799,1399,50% off,Westernwear-Women
5318,only,embellished polyester womens top - gold,"Size:34,36,38,40,42",2499,1499,40% off,Westernwear-Women
5319,enamor,cotton blend womens active wear track pants - island blue,"Size:XL,Large,Medium,Small,XX-Large",1049,734,30% off,Westernwear-Women
5320,only,all over print polyester round neck womens dress - green,"Size:34,36,38,40,42",3499,2449,30% off,Westernwear-Women
5321,kraus,solid tencel collar neck womens crop shirt - baby pink,"Size:Large,Medium,Small,X-Small",1199,839,30% off,Westernwear-Women
5322,vero moda,printed cotton round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",1299,1039,20% off,Westernwear-Women
5323,life,embroidered cotton v-neck womens regular top - natural,"Size:Large,Medium,Small,X-Large,X-Small",1299,649,50% off,Westernwear-Women
5324,vero moda,solid polyester round neck womens dress - brown,"Size:Large,Medium,Small,X-Large,X-Small",4299,3439,20% off,Westernwear-Women
5325,is.u,checks cotton round neck womens top - red,"Size:Medium,Small",2299,1149,50% off,Westernwear-Women
5326,and,self pattern cotton  women's casual wear pants - grey,"Size:28,30,32,34,36",2499,1999,20% off,Westernwear-Women
5327,adidas,solid blended round neck womens t-shirt - grey,"Size:Large,Medium,Small,X-Large,X-Small",2999,1499,50% off,Westernwear-Women
5328,magre,solid satin v neck womens top - rust,"Size:Large,Medium,Small,X-Small",1790,1074,40% off,Westernwear-Women
5329,and,solid v-neck polyester womens fit & flare dress - peach,"Size:8,10,12,14,16",2499,1249,50% off,Westernwear-Women
5330,van heusen,printed polyester round neck womens top - navy,"Size:Large,Medium,Small,X-Large,X-Small",1999,999,50% off,Westernwear-Women
5331,fratini,solid skinny fit nr roma womens casual pants - anthra,"Size:26,28,30,32,34,36",999,499,50% off,Westernwear-Women
5332,vero moda,stripes viscose blended square neck womens top - white,"Size:Large,Medium,Small,X-Large,X-Small",2299,1379,40% off,Westernwear-Women
5333,puma,cotton mid rise regular fit womens athleisure pants - black,"Size:Large,Medium,Small,X-Large,X-Small",3499,2449,30% off,Westernwear-Women
5334,latin quarters,solid polyester stretch surplice neck womens regular fit knit top - pink,"Size:S,M,L,XL,X-Small",1599,799,50% off,Westernwear-Women
5335,zink london,solid sleeveless polyester womens jumpsuit - green,"Size:Large,Medium,Small,X-Large",2799,2239,20% off,Westernwear-Women
5336,only,solid collar neck polyester womens casual shirt - white,"Size:34,36,38,40,42",2499,1999,20% off,Westernwear-Women
5337,reebok,solid regular fit cotton womens active wear tights - black,"Size:Large,Medium,Small,X-Small",2999,1499,50% off,Westernwear-Women
5338,rare,solid cotton round neck womens regular fit top - white,"Size:Large,Medium,Small",1599,639,60% off,Westernwear-Women
5339,latin quarters,solid round neck polyester womens longline dress - blue,"Size:S,M,XX-Large",2699,1349,50% off,Westernwear-Women
5340,kraus,checks rayon collar neck womens regular shirt - black,Size:Medium,1399,699,50% off,Westernwear-Women
5341,insense,solid cotton blend loose fit womens joggers - black,Size:36,1299,649,50% off,Westernwear-Women
5342,adidas,printed regular fit polyester womens active wear tights - pink,"Size:Small,X-Small",2499,1249,50% off,Westernwear-Women
5343,sera,printed viscose rayon tie up neck womens top - natural,Size:X-Large,1098,494,55% off,Westernwear-Women
5344,lovegen,embroidered collared neck cotton womens casual jacket - ecru,Size:Large,2499,999,60% off,Westernwear-Women
5345,kraus,skinny fit ankle length rayon blend womens jeggings - grey,Size:36,1595,797,50% off,Westernwear-Women
